round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,victoire,cycle
36,73349260,Cameroon,South Africa,2,1,3,2,1,dom,1
36,73349265,Comoros,Ivory Coast,0,1,1,0,1,ext,1
36,73349266,DR Congo,Morocco,0,2,2,0,2,ext,1
36,73349264,Egypt,Sudan,5,0,5,5,0,dom,1
36,73349267,Equatorial Guinea,Mali,1,1,2,1,1,nul,1
36,73349269,Gabon,Burkina Faso,0,1,1,0,1,ext,1
36,73349263,Senegal,Uganda,2,0,2,2,0,dom,1
36,73349259,Tanzania,Angola,1,0,1,1,0,dom,1
36,73349261,Tunisia,Zimbabwe,1,1,2,1,1,nul,1
36,73349262,Zambia,Mozambique,1,0,1,1,0,dom,1
37,73349280,Angola,Burkina Faso,2,1,3,2,1,dom,1
37,73349275,Botswana,Gabon,2,1,3,2,1,dom,1
37,73349279,Ivory Coast,Egypt,2,1,3,2,1,dom,1
37,73349281,Mali,DR Congo,3,1,4,3,1,dom,1
37,73349282,Morocco,Tanzania,3,1,4,3,1,dom,1
37,73349274,Mozambique,Algeria,0,0,0,0,0,nul,1
37,73349277,Nigeria,Cameroon,0,4,4,0,4,ext,1
37,73349272,South Africa,Comoros,3,1,4,3,1,dom,1
37,73349276,Sudan,Benin,1,2,3,1,2,ext,1
37,73349271,Uganda,Tunisia,3,1,4,3,1,dom,1
37,73349278,Zambia,Senegal,1,1,2,1,1,nul,1
37,73349273,Zimbabwe,Equatorial Guinea,2,2,4,2,2,nul,1
38,73349289,Angola,Botswana,0,1,1,0,1,ext,1
38,73349284,Benin,Ivory Coast,1,1,2,1,1,nul,1
38,73349287,Burkina Faso,Morocco,1,2,3,1,2,ext,1
38,73349283,Cameroon,Algeria,1,1,2,1,1,nul,1
38,73349290,Comoros,Nigeria,2,1,3,2,1,dom,1
38,73349292,DR Congo,Zimbabwe,1,1,2,1,1,nul,1
38,73349285,Egypt,South Africa,2,1,3,2,1,dom,1
38,73349294,Equatorial Guinea,Uganda,1,0,1,1,0,dom,1
38,73349293,Gabon,Sudan,0,0,0,0,0,nul,1
38,73349286,Senegal,Mozambique,1,1,2,1,1,nul,1
38,73349291,Tanzania,Mali,1,0,1,1,0,dom,1
38,73349288,Tunisia,Zambia,1,4,5,1,4,ext,1
39,73349299,Algeria,Comoros,2,0,2,2,0,dom,1
39,73349298,Ivory Coast,Gabon,2,0,2,2,0,dom,1
39,73349306,Mali,Burkina Faso,0,0,0,0,0,nul,1
39,73349301,Morocco,Botswana,3,1,4,3,1,dom,1
39,73349303,Mozambique,Cameroon,1,2,3,1,2,ext,1
39,73349304,Nigeria,Egypt,0,0,0,0,0,nul,1
39,73349305,Senegal,Tunisia,0,0,0,0,0,nul,1
39,73349297,South Africa,Benin,3,0,3,3,0,dom,1
39,73349302,Sudan,Angola,1,0,1,1,0,dom,1
39,73349295,Uganda,DR Congo,0,0,0,0,0,nul,1
39,73349300,Zambia,Equatorial Guinea,4,1,5,4,1,dom,1
39,73349296,Zimbabwe,Tanzania,1,1,2,1,1,nul,1
40,73349309,Angola,Ivory Coast,1,1,2,1,1,nul,1
40,73349312,Benin,Nigeria,0,2,2,0,2,ext,1
40,73349315,Botswana,Mali,0,1,1,0,1,ext,1
40,73349317,Burkina Faso,Zimbabwe,0,1,1,0,1,ext,1
40,73349311,Comoros,Cameroon,0,0,0,0,0,nul,1
40,73349314,DR Congo,Zambia,0,0,0,0,0,nul,1
40,73349308,Egypt,Algeria,1,0,1,1,0,dom,1
40,73349310,Equatorial Guinea,Senegal,0,1,1,0,1,ext,1
40,73349313,Gabon,South Africa,0,4,4,0,4,ext,1
40,73349318,Morocco,Sudan,0,2,2,0,2,ext,1
40,73349307,Tanzania,Uganda,0,1,1,0,1,ext,1
40,73349316,Tunisia,Mozambique,0,1,1,0,1,ext,1
41,73349330,Algeria,Benin,4,0,4,4,0,dom,1
41,73349320,Cameroon,Egypt,0,1,1,0,1,ext,1
41,73349323,Ivory Coast,Morocco,0,0,0,0,0,nul,1
41,73349328,Mali,Sudan,4,0,4,4,0,dom,1
41,73349329,Mozambique,Comoros,1,1,2,1,1,nul,1
41,73349321,Nigeria,Gabon,0,0,0,0,0,nul,1
41,73349327,Senegal,DR Congo,0,0,0,0,0,nul,1
41,73349322,South Africa,Angola,1,0,1,1,0,dom,1
41,73349319,Tunisia,Equatorial Guinea,4,1,5,4,1,dom,1
41,73349325,Uganda,Burkina Faso,0,0,0,0,0,nul,1
41,73349326,Zambia,Tanzania,1,0,1,1,0,dom,1
41,73349324,Zimbabwe,Botswana,1,1,2,1,1,nul,1
42,73349332,Angola,Nigeria,0,0,0,0,0,nul,1
42,73349333,Benin,Cameroon,3,0,3,3,0,dom,1
42,73349339,Botswana,Uganda,0,4,4,0,4,ext,1
42,73349335,Burkina Faso,Zambia,0,0,0,0,0,nul,1
42,73349340,DR Congo,Tunisia,0,0,0,0,0,nul,1
42,73349342,Egypt,Comoros,2,0,2,2,0,dom,1
42,73349337,Equatorial Guinea,Mozambique,1,4,5,1,4,ext,1
42,73349331,Gabon,Algeria,0,3,3,0,3,ext,1
42,73349336,Mali,Ivory Coast,1,0,1,1,0,dom,1
42,73349334,Morocco,South Africa,3,0,3,3,0,dom,1
42,73349341,Sudan,Zimbabwe,2,1,3,2,1,dom,1
42,73349338,Tanzania,Senegal,0,0,0,0,0,nul,1
43,73349348,Algeria,Angola,0,0,0,0,0,nul,1
43,73349346,Cameroon,Gabon,1,2,3,1,2,ext,1
43,73349343,Comoros,Benin,0,0,0,0,0,nul,1
43,73349344,Equatorial Guinea,DR Congo,1,0,1,1,0,dom,1
43,73349345,Mozambique,Egypt,1,1,2,1,1,nul,1
43,73349347,Nigeria,Morocco,3,1,4,3,1,dom,1
43,73349354,Senegal,Burkina Faso,0,0,0,0,0,nul,1
43,73349349,South Africa,Mali,1,0,1,1,0,dom,1
43,73349350,Tunisia,Tanzania,1,0,1,1,0,dom,1
43,73349352,Uganda,Sudan,0,0,0,0,0,nul,1
43,73349351,Zambia,Botswana,0,0,0,0,0,nul,1
43,73349353,Zimbabwe,Ivory Coast,1,1,2,1,1,nul,1
44,73349356,Angola,Cameroon,1,0,1,1,0,dom,1
44,73349358,Benin,Egypt,3,1,4,3,1,dom,1
44,73349362,Botswana,Senegal,4,0,4,4,0,dom,1
44,73349361,Burkina Faso,Tunisia,1,2,3,1,2,ext,1
44,73349364,DR Congo,Mozambique,3,1,4,3,1,dom,1
44,73349360,Gabon,Comoros,3,0,3,3,0,dom,1
44,73349363,Ivory Coast,Uganda,0,0,0,0,0,nul,1
44,73349366,Mali,Nigeria,0,1,1,0,1,ext,1
44,73349359,Morocco,Algeria,1,1,2,1,1,nul,1
44,73349355,Sudan,Zambia,0,0,0,0,0,nul,1
44,73349357,Tanzania,Equatorial Guinea,0,0,0,0,0,nul,1
44,73349365,Zimbabwe,South Africa,2,1,3,2,1,dom,1
45,73349374,Algeria,Mali,2,0,2,2,0,dom,1
45,73349376,Cameroon,Morocco,4,0,4,4,0,dom,1
45,73349371,Comoros,Angola,0,0,0,0,0,nul,1
45,73349372,DR Congo,Tanzania,1,1,2,1,1,nul,1
45,73349375,Egypt,Gabon,3,0,3,3,0,dom,1
45,73349367,Equatorial Guinea,Burkina Faso,3,0,3,3,0,dom,1
45,73349373,Mozambique,Benin,0,0,0,0,0,nul,1
45,73349368,Nigeria,Zimbabwe,0,0,0,0,0,nul,1
45,73349377,Senegal,Sudan,6,0,6,6,0,dom,1
45,73349369,Tunisia,Botswana,1,1,2,1,1,nul,1
45,73349370,Uganda,South Africa,1,3,4,1,3,ext,1
45,73349378,Zambia,Ivory Coast,0,0,0,0,0,nul,1
76,73430964,Tanzania,Gabon,1,1,2,1,1,nul,2
76,73430965,Morocco,Equatorial Guinea,5,0,5,5,0,dom,2
76,73430966,Uganda,Zambia,0,2,2,0,2,ext,2
76,73430967,Zimbabwe,Botswana,0,1,1,0,1,ext,2
76,73430968,Comoros,Ivory Coast,1,0,1,1,0,dom,2
76,73430969,Sudan,Mali,0,0,0,0,0,nul,2
76,73430970,Burkina Faso,Cameroon,1,1,2,1,1,nul,2
76,73430971,Tunisia,Angola,0,0,0,0,0,nul,2
76,73430972,South Africa,Nigeria,2,0,2,2,0,dom,2
76,73430973,Egypt,Senegal,0,0,0,0,0,nul,2
76,73430974,DR Congo,Benin,3,0,3,3,0,dom,2
76,73430975,Algeria,Mozambique,0,2,2,0,2,ext,2
46,73437102,Mozambique,Cameroon,2,0,2,2,0,dom,2
46,73437103,Comoros,South Africa,2,1,3,2,1,dom,2
46,73437104,Zambia,Tunisia,0,0,0,0,0,nul,2
46,73437105,Burkina Faso,Angola,0,0,0,0,0,nul,2
46,73437106,Egypt,Algeria,1,1,2,1,1,nul,2
46,73437107,Uganda,Benin,0,3,3,0,3,ext,2
46,73437108,Sudan,Nigeria,2,0,2,2,0,dom,2
46,73437109,Equatorial Guinea,Zimbabwe,2,0,2,2,0,dom,2
46,73437110,Ivory Coast,DR Congo,0,3,3,0,3,ext,2
46,73437111,Tanzania,Gabon,1,0,1,1,0,dom,2
46,73437112,Morocco,Botswana,0,0,0,0,0,nul,2
46,73437113,Mali,Senegal,1,0,1,1,0,dom,2
47,73437114,South Africa,Zambia,2,1,3,2,1,dom,2
47,73437115,Tunisia,Burkina Faso,0,0,0,0,0,nul,2
47,73437116,Botswana,Mali,0,0,0,0,0,nul,2
47,73437117,DR Congo,Uganda,2,0,2,2,0,dom,2
47,73437118,Equatorial Guinea,Tanzania,2,1,3,2,1,dom,2
47,73437119,Nigeria,Egypt,3,0,3,3,0,dom,2
47,73437120,Zimbabwe,Comoros,2,1,3,2,1,dom,2
47,73437121,Senegal,Ivory Coast,0,0,0,0,0,nul,2
47,73437122,Benin,Algeria,1,0,1,1,0,dom,2
47,73437123,Angola,Mozambique,2,1,3,2,1,dom,2
47,73437124,Gabon,Morocco,4,0,4,4,0,dom,2
47,73437125,Cameroon,Sudan,4,0,4,4,0,dom,2
48,73437126,Morocco,Equatorial Guinea,0,0,0,0,0,nul,2
48,73437127,Uganda,Senegal,0,2,2,0,2,ext,2
48,73437128,Ivory Coast,Botswana,1,2,3,1,2,ext,2
48,73437129,Zambia,Zimbabwe,1,2,3,1,2,ext,2
48,73437130,Sudan,Angola,0,0,0,0,0,nul,2
48,73437131,Egypt,Benin,3,0,3,3,0,dom,2
48,73437132,Comoros,Tanzania,2,0,2,2,0,dom,2
48,73437133,Mali,Gabon,0,0,0,0,0,nul,2
48,73437134,Burkina Faso,South Africa,0,1,1,0,1,ext,2
48,73437135,Algeria,DR Congo,2,1,3,2,1,dom,2
48,73437136,Mozambique,Tunisia,0,0,0,0,0,nul,2
48,73437137,Nigeria,Cameroon,2,0,2,2,0,dom,2
49,73437138,Zimbabwe,Burkina Faso,4,1,5,4,1,dom,2
49,73437139,Senegal,Algeria,1,1,2,1,1,nul,2
49,73437140,Gabon,Ivory Coast,1,3,4,1,3,ext,2
49,73437141,DR Congo,Benin,4,0,4,4,0,dom,2
49,73437142,Angola,Nigeria,1,0,1,1,0,dom,2
49,73437143,South Africa,Mozambique,2,1,3,2,1,dom,2
49,73437144,Tunisia,Sudan,2,2,4,2,2,nul,2
49,73437145,Botswana,Uganda,4,0,4,4,0,dom,2
49,73437146,Equatorial Guinea,Mali,0,1,1,0,1,ext,2
50,73437150,Cameroon,Angola,3,1,4,3,1,dom,2
50,73437151,Benin,Senegal,4,0,4,4,0,dom,2
50,73437152,Algeria,Botswana,1,2,3,1,2,ext,2
50,73437153,Mozambique,Zimbabwe,1,0,1,1,0,dom,2
50,73437154,Zambia,Morocco,1,1,2,1,1,nul,2
50,73437155,Nigeria,Tunisia,0,0,0,0,0,nul,2
50,73437156,Uganda,Gabon,0,0,0,0,0,nul,2
50,73437157,Burkina Faso,Tanzania,1,1,2,1,1,nul,2
50,73437158,Sudan,South Africa,1,1,2,1,1,nul,2
50,73437159,Mali,Comoros,0,1,1,0,1,ext,2
50,73437160,Egypt,DR Congo,1,1,2,1,1,nul,2
50,73437161,Ivory Coast,Equatorial Guinea,5,0,5,5,0,dom,2
51,73437162,Zambia,Mali,0,0,0,0,0,nul,2
51,73437163,Tunisia,Cameroon,0,0,0,0,0,nul,2
51,73437164,Senegal,DR Congo,0,0,0,0,0,nul,2
51,73437165,South Africa,Nigeria,2,0,2,2,0,dom,2
51,73437166,Angola,Egypt,0,0,0,0,0,nul,2
51,73437167,Zimbabwe,Sudan,0,1,1,0,1,ext,2
51,73437168,Botswana,Benin,6,0,6,6,0,dom,2
51,73437169,Morocco,Burkina Faso,0,1,1,0,1,ext,2
51,73437170,Gabon,Algeria,0,0,0,0,0,nul,2
51,73437171,Tanzania,Mozambique,0,1,1,0,1,ext,2
51,73437172,Equatorial Guinea,Uganda,0,0,0,0,0,nul,2
51,73437173,Comoros,Ivory Coast,0,0,0,0,0,nul,2
52,73437174,Mozambique,Morocco,1,0,1,1,0,dom,2
52,73437175,Cameroon,South Africa,5,1,6,5,1,dom,2
52,73437176,DR Congo,Botswana,0,2,2,0,2,ext,2
52,73437177,Burkina Faso,Mali,1,0,1,1,0,dom,2
52,73437178,Nigeria,Zimbabwe,5,1,6,5,1,dom,2
52,73437179,Angola,Tunisia,0,0,0,0,0,nul,2
52,73437180,Algeria,Equatorial Guinea,4,0,4,4,0,dom,2
52,73437181,Uganda,Comoros,2,1,3,2,1,dom,2
52,73437182,Ivory Coast,Zambia,1,0,1,1,0,dom,2
52,73437183,Egypt,Senegal,0,0,0,0,0,nul,2
52,73437184,Benin,Gabon,2,0,2,2,0,dom,2
52,73437185,Sudan,Tanzania,1,1,2,1,1,nul,2
53,73437186,South Africa,Angola,0,0,0,0,0,nul,2
53,73437187,Morocco,Sudan,0,3,3,0,3,ext,2
53,73437188,Gabon,DR Congo,1,0,1,1,0,dom,2
53,73437190,Equatorial Guinea,Benin,0,0,0,0,0,nul,2
53,73437191,Mali,Mozambique,0,0,0,0,0,nul,2
53,73437192,Botswana,Senegal,2,4,6,2,4,ext,2
53,73437193,Comoros,Algeria,0,0,0,0,0,nul,2
53,73437194,Tanzania,Nigeria,1,1,2,1,1,nul,2
53,73437195,Zimbabwe,Cameroon,0,0,0,0,0,nul,2
53,73437196,Zambia,Uganda,0,0,0,0,0,nul,2
53,73437197,Tunisia,Egypt,3,0,3,3,0,dom,2
54,73437198,Algeria,Zambia,4,0,4,4,0,dom,2
54,73437199,Uganda,Burkina Faso,0,1,1,0,1,ext,2
54,73437200,Cameroon,Tanzania,1,0,1,1,0,dom,2
54,73437201,Sudan,Mali,1,0,1,1,0,dom,2
54,73437202,Egypt,Botswana,1,0,1,1,0,dom,2
54,73437203,Nigeria,Morocco,2,0,2,2,0,dom,2
54,73437204,DR Congo,Equatorial Guinea,1,1,2,1,1,nul,2
54,73437205,Tunisia,South Africa,0,0,0,0,0,nul,2
54,73437206,Senegal,Gabon,2,0,2,2,0,dom,2
54,73437207,Benin,Comoros,2,0,2,2,0,dom,2
54,73437208,Angola,Zimbabwe,2,0,2,2,0,dom,2
54,73437209,Mozambique,Ivory Coast,1,1,2,1,1,nul,2
55,73437210,Equatorial Guinea,Senegal,2,1,3,2,1,dom,2
55,73437211,Ivory Coast,Sudan,0,1,1,0,1,ext,2
55,73437212,Gabon,Botswana,0,3,3,0,3,ext,2
55,73437213,Morocco,Cameroon,1,0,1,1,0,dom,2
55,73437214,Burkina Faso,Algeria,0,3,3,0,3,ext,2
55,73437215,Comoros,DR Congo,0,1,1,0,1,ext,2
55,73437216,Mozambique,Uganda,1,0,1,1,0,dom,2
55,73437217,Mali,Nigeria,0,1,1,0,1,ext,2
55,73437218,Tanzania,Angola,0,3,3,0,3,ext,2
55,73437219,Zambia,Benin,1,1,2,1,1,nul,2
55,73437220,South Africa,Egypt,2,0,2,2,0,dom,2
55,73437221,Zimbabwe,Tunisia,0,0,0,0,0,nul,2
56,73437222,Benin,Burkina Faso,1,1,2,1,1,nul,2
56,73437223,Cameroon,Mali,0,2,2,0,2,ext,2
56,73437224,Botswana,Equatorial Guinea,3,0,3,3,0,dom,2
56,73437225,DR Congo,Zambia,1,1,2,1,1,nul,2
56,73437226,Algeria,Mozambique,3,0,3,3,0,dom,2
56,73437227,South Africa,Zimbabwe,0,1,1,0,1,ext,2
56,73437228,Angola,Morocco,1,0,1,1,0,dom,2
56,73437229,Egypt,Gabon,1,0,1,1,0,dom,2
56,73437230,Senegal,Comoros,4,0,4,4,0,dom,2
56,73437231,Tunisia,Tanzania,0,0,0,0,0,nul,2
56,73437232,Nigeria,Ivory Coast,0,0,0,0,0,nul,2
56,73437233,Sudan,Uganda,1,0,1,1,0,dom,2
57,73437234,Equatorial Guinea,Gabon,1,1,2,1,1,nul,2
57,73437235,Burkina Faso,DR Congo,1,2,3,1,2,ext,2
57,73437236,Ivory Coast,Cameroon,1,1,2,1,1,nul,2
57,73437237,Comoros,Botswana,1,3,4,1,3,ext,2
57,73437238,Tanzania,South Africa,4,0,4,4,0,dom,2
57,73437239,Uganda,Nigeria,0,1,1,0,1,ext,2
57,73437240,Morocco,Tunisia,4,0,4,4,0,dom,2
57,73437241,Zimbabwe,Egypt,0,1,1,0,1,ext,2
57,73437242,Zambia,Senegal,0,2,2,0,2,ext,2
57,73437243,Mali,Angola,0,1,1,0,1,ext,2
57,73437244,Mozambique,Benin,0,0,0,0,0,nul,2
57,73437245,Sudan,Algeria,1,0,1,1,0,dom,2
58,73437246,Gabon,Comoros,0,0,0,0,0,nul,2
58,73437247,Angola,Ivory Coast,0,0,0,0,0,nul,2
58,73437248,Egypt,Equatorial Guinea,4,1,5,4,1,dom,2
58,73437249,DR Congo,Mozambique,1,2,3,1,2,ext,2
58,73437250,Nigeria,Algeria,0,0,0,0,0,nul,2
58,73437251,Senegal,Burkina Faso,1,1,2,1,1,nul,2
58,73437252,Botswana,Zambia,1,3,4,1,3,ext,2
58,73437253,South Africa,Morocco,1,0,1,1,0,dom,2
58,73437254,Benin,Sudan,2,0,2,2,0,dom,2
58,73437255,Cameroon,Uganda,1,2,3,1,2,ext,2
58,73437256,Tunisia,Mali,3,0,3,3,0,dom,2
58,73437257,Zimbabwe,Tanzania,1,1,2,1,1,nul,2
59,73437258,Morocco,Zimbabwe,1,1,2,1,1,nul,2
59,73437259,Tanzania,Egypt,1,0,1,1,0,dom,2
59,73437260,Algeria,Cameroon,1,1,2,1,1,nul,2
59,73437261,Uganda,Angola,1,1,2,1,1,nul,2
59,73437262,Mali,South Africa,1,1,2,1,1,nul,2
59,73437263,Mozambique,Senegal,2,1,3,2,1,dom,2
59,73437264,Comoros,Equatorial Guinea,0,1,1,0,1,ext,2
59,73437265,Burkina Faso,Botswana,0,0,0,0,0,nul,2
59,73437266,Nigeria,Benin,3,1,4,3,1,dom,2
59,73437267,Ivory Coast,Tunisia,0,0,0,0,0,nul,2
59,73437268,Zambia,Gabon,0,0,0,0,0,nul,2
59,73437269,Sudan,DR Congo,0,0,0,0,0,nul,2
60,73437270,Tunisia,Uganda,1,0,1,1,0,dom,2
60,73437271,Senegal,Sudan,1,0,1,1,0,dom,2
60,73437272,Egypt,Comoros,0,1,1,0,1,ext,2
60,73437273,DR Congo,Nigeria,2,0,2,2,0,dom,2
60,73437274,South Africa,Ivory Coast,0,1,1,0,1,ext,2
60,73437275,Tanzania,Morocco,0,0,0,0,0,nul,2
60,73437276,Angola,Algeria,0,1,1,0,1,ext,2
60,73437277,Equatorial Guinea,Zambia,2,0,2,2,0,dom,2
60,73437278,Gabon,Burkina Faso,3,0,3,3,0,dom,2
60,73437279,Botswana,Mozambique,1,1,2,1,1,nul,2
60,73437280,Zimbabwe,Mali,2,1,3,2,1,dom,2
60,73437281,Cameroon,Benin,0,0,0,0,0,nul,2
61,73437282,Morocco,Egypt,0,1,1,0,1,ext,2
61,73437283,Benin,Angola,2,0,2,2,0,dom,2
61,73437284,Mozambique,Gabon,3,1,4,3,1,dom,2
61,73437285,Burkina Faso,Equatorial Guinea,3,1,4,3,1,dom,2
61,73437286,Ivory Coast,Zimbabwe,0,0,0,0,0,nul,2
61,73437287,Nigeria,Senegal,0,0,0,0,0,nul,2
61,73437288,Cameroon,DR Congo,0,0,0,0,0,nul,2
61,73437289,Sudan,Botswana,0,2,2,0,2,ext,2
61,73437290,Zambia,Comoros,0,2,2,0,2,ext,2
61,73437291,Algeria,Tunisia,0,1,1,0,1,ext,2
61,73437292,Uganda,South Africa,0,1,1,0,1,ext,2
61,73437293,Mali,Tanzania,3,0,3,3,0,dom,2
77,73430976,Ivory Coast,DR Congo,0,1,1,0,1,ext,2
77,73430977,Nigeria,Uganda,0,0,0,0,0,nul,2
77,73430978,Gabon,Egypt,0,0,0,0,0,nul,2
77,73430979,Cameroon,Tanzania,1,0,1,1,0,dom,2
77,73430980,Benin,Algeria,0,0,0,0,0,nul,2
77,73430981,Botswana,Senegal,0,1,1,0,1,ext,2
77,73430982,Mali,Zimbabwe,4,0,4,4,0,dom,2
77,73430983,Equatorial Guinea,Burkina Faso,0,0,0,0,0,nul,2
77,73430984,Mozambique,Morocco,0,0,0,0,0,nul,2
77,73430985,Zambia,Tunisia,0,1,1,0,1,ext,2
77,73430986,Angola,Sudan,0,3,3,0,3,ext,2
77,73430987,Comoros,South Africa,0,1,1,0,1,ext,2
78,73430988,Gabon,Cameroon,0,0,0,0,0,nul,2
78,73430989,Algeria,Ivory Coast,0,2,2,0,2,ext,2
78,73430990,Senegal,Mali,1,0,1,1,0,dom,2
78,73430991,Zimbabwe,Angola,1,0,1,1,0,dom,2
78,73430992,Uganda,Comoros,1,0,1,1,0,dom,2
78,73430993,Morocco,Benin,4,0,4,4,0,dom,2
78,73430994,Burkina Faso,Mozambique,0,0,0,0,0,nul,2
78,73430995,Sudan,Zambia,0,0,0,0,0,nul,2
78,73430996,Egypt,Botswana,0,0,0,0,0,nul,2
78,73430997,Tanzania,Equatorial Guinea,0,0,0,0,0,nul,2
78,73430998,Tunisia,Nigeria,0,0,0,0,0,nul,2
78,73430999,DR Congo,South Africa,0,0,0,0,0,nul,2
79,73431000,Comoros,Tunisia,0,0,0,0,0,nul,2
79,73431001,Mali,Botswana,1,1,2,1,1,nul,2
79,73431002,Equatorial Guinea,Gabon,0,5,5,0,5,ext,2
79,73431003,Angola,Senegal,0,0,0,0,0,nul,2
79,73431004,Nigeria,Sudan,1,0,1,1,0,dom,2
79,73431005,Cameroon,Egypt,2,3,5,2,3,ext,2
79,73431007,South Africa,Algeria,4,2,6,4,2,dom,2
79,73431008,DR Congo,Uganda,3,2,5,3,2,dom,2
79,73431009,Ivory Coast,Morocco,3,0,3,3,0,dom,2
80,73431012,Tunisia,DR Congo,0,0,0,0,0,nul,2
80,73431013,Burkina Faso,Ivory Coast,3,0,3,3,0,dom,2
80,73431014,Tanzania,Benin,0,0,0,0,0,nul,2
80,73431015,Morocco,South Africa,0,2,2,0,2,ext,2
80,73431016,Senegal,Zambia,1,2,3,1,2,ext,2
80,73431017,Botswana,Angola,2,1,3,2,1,dom,2
80,73431018,Algeria,Uganda,2,1,3,2,1,dom,2
80,73431020,Egypt,Mali,1,1,2,1,1,nul,2
80,73431021,Zimbabwe,Nigeria,0,1,1,0,1,ext,2
80,73431022,Cameroon,Equatorial Guinea,2,0,2,2,0,dom,2
80,73431023,Gabon,Mozambique,1,0,1,1,0,dom,2
81,73431024,Mozambique,Cameroon,0,1,1,0,1,ext,2
81,73431025,Ivory Coast,Tanzania,2,2,4,2,2,nul,2
81,73431026,Zambia,Botswana,0,0,0,0,0,nul,2
81,73431027,Algeria,Tunisia,1,0,1,1,0,dom,2
81,73431028,Comoros,Zimbabwe,2,0,2,2,0,dom,2
81,73431029,DR Congo,Sudan,0,4,4,0,4,ext,2
81,73431030,Equatorial Guinea,Egypt,1,0,1,1,0,dom,2
81,73431031,South Africa,Burkina Faso,2,1,3,2,1,dom,2
81,73431032,Angola,Mali,0,0,0,0,0,nul,2
81,73431033,Benin,Gabon,2,2,4,2,2,nul,2
81,73431034,Uganda,Morocco,1,1,2,1,1,nul,2
81,73431035,Nigeria,Senegal,1,1,2,1,1,nul,2
82,73431036,Gabon,Ivory Coast,1,0,1,1,0,dom,2
82,73431037,Morocco,Tunisia,1,1,2,1,1,nul,2
82,73431038,Tanzania,South Africa,1,0,1,1,0,dom,2
82,73431039,Botswana,Nigeria,1,0,1,1,0,dom,2
82,73431040,Zimbabwe,DR Congo,1,0,1,1,0,dom,2
82,73431041,Equatorial Guinea,Mozambique,2,1,3,2,1,dom,2
82,73431042,Egypt,Angola,1,0,1,1,0,dom,2
82,73431043,Sudan,Algeria,1,1,2,1,1,nul,2
82,73431044,Burkina Faso,Uganda,3,1,4,3,1,dom,2
82,73431045,Mali,Zambia,3,0,3,3,0,dom,2
82,73431046,Senegal,Comoros,2,1,3,2,1,dom,2
82,73431047,Cameroon,Benin,0,1,1,0,1,ext,2
83,73431048,Comoros,Botswana,1,1,2,1,1,nul,2
83,73431049,Uganda,Tanzania,1,1,2,1,1,nul,2
83,73431050,South Africa,Gabon,2,1,3,2,1,dom,2
83,73431051,Benin,Equatorial Guinea,1,1,2,1,1,nul,2
83,73431052,Nigeria,Mali,1,2,3,1,2,ext,2
83,73431053,Tunisia,Burkina Faso,1,4,5,1,4,ext,2
83,73431054,Ivory Coast,Cameroon,0,1,1,0,1,ext,2
83,73431055,Morocco,Sudan,2,1,3,2,1,dom,2
83,73431056,Mozambique,Egypt,1,0,1,1,0,dom,2
83,73431057,DR Congo,Senegal,1,1,2,1,1,nul,2
83,73431058,Zambia,Angola,0,0,0,0,0,nul,2
83,73431059,Algeria,Zimbabwe,1,0,1,1,0,dom,2
84,73431060,Equatorial Guinea,Ivory Coast,0,3,3,0,3,ext,2
84,73431061,Zimbabwe,Morocco,1,0,1,1,0,dom,2
84,73431062,Mozambique,Benin,1,1,2,1,1,nul,2
84,73431063,Botswana,DR Congo,0,1,1,0,1,ext,2
84,73431064,Gabon,Uganda,2,1,3,2,1,dom,2
84,73431065,Tanzania,Tunisia,0,0,0,0,0,nul,2
84,73431066,Mali,Comoros,0,0,0,0,0,nul,2
84,73431067,Egypt,Zambia,0,3,3,0,3,ext,2
84,73431068,Senegal,Algeria,3,1,4,3,1,dom,2
84,73431069,Burkina Faso,Sudan,3,0,3,3,0,dom,2
84,73431070,Cameroon,South Africa,0,1,1,0,1,ext,2
84,73431071,Angola,Nigeria,4,0,4,4,0,dom,2
85,73431072,Benin,Egypt,0,0,0,0,0,nul,2
85,73431073,Ivory Coast,Mozambique,2,0,2,2,0,dom,2
85,73431074,Morocco,Senegal,0,5,5,0,5,ext,2
85,73431075,Tunisia,Gabon,2,1,3,2,1,dom,2
85,73431077,Sudan,Tanzania,1,0,1,1,0,dom,2
85,73431078,Uganda,Cameroon,4,0,4,4,0,dom,2
85,73431079,Nigeria,Zambia,4,0,4,4,0,dom,2
85,73431080,DR Congo,Mali,1,1,2,1,1,nul,2
85,73431081,South Africa,Equatorial Guinea,0,4,4,0,4,ext,2
85,73431082,Comoros,Angola,1,3,4,1,3,ext,2
85,73431083,Algeria,Botswana,1,3,4,1,3,ext,2
86,73431084,Tanzania,Zimbabwe,1,1,2,1,1,nul,2
86,73431085,Egypt,Nigeria,3,0,3,3,0,dom,2
86,73431086,Equatorial Guinea,Uganda,0,0,0,0,0,nul,2
86,73431087,Angola,DR Congo,0,1,1,0,1,ext,2
86,73431088,Senegal,Burkina Faso,0,1,1,0,1,ext,2
86,73431089,Mozambique,South Africa,1,0,1,1,0,dom,2
86,73431090,Benin,Ivory Coast,0,0,0,0,0,nul,2
86,73431091,Cameroon,Tunisia,1,1,2,1,1,nul,2
86,73431092,Mali,Algeria,1,0,1,1,0,dom,2
