round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,victoire,cycle
45,73739260,Uganda,Benin,0,0,0,0,0,nul,2
45,73739261,Angola,Botswana,2,0,2,2,0,dom,2
45,73739262,Cameroon,DR Congo,2,1,3,2,1,dom,2
46,73739263,Gabon,Cameroon,0,2,2,0,2,ext,2
46,73739265,Tanzania,Mali,3,0,3,3,0,dom,2
46,73739266,Zimbabwe,Morocco,1,1,2,1,1,nul,2
46,73739268,Mozambique,Tunisia,5,0,5,5,0,dom,2
46,73739269,Sudan,Equatorial Guinea,2,2,4,2,2,nul,2
46,73739270,Benin,Senegal,3,0,3,3,0,dom,2
46,73739271,Burkina Faso,Nigeria,4,0,4,4,0,dom,2
46,73739272,DR Congo,Uganda,3,0,3,3,0,dom,2
46,73739273,Algeria,Comoros,2,0,2,2,0,dom,2
1,73745052,Cameroon,Senegal,0,0,0,0,0,nul,3
1,73745055,Algeria,Angola,0,3,3,0,3,ext,3
1,73745056,Gabon,Tunisia,2,0,2,2,0,dom,3
1,73745057,Comoros,Nigeria,2,0,2,2,0,dom,3
1,73745058,Benin,Tanzania,0,3,3,0,3,ext,3
1,73745059,Equatorial Guinea,South Africa,1,0,1,1,0,dom,3
1,73745060,DR Congo,Zambia,0,0,0,0,0,nul,3
2,73745062,Nigeria,DR Congo,2,1,3,2,1,dom,3
2,73745064,Egypt,Zimbabwe,0,1,1,0,1,ext,3
2,73745066,Senegal,Ivory Coast,3,0,3,3,0,dom,3
2,73745067,Zambia,Botswana,0,1,1,0,1,ext,3
2,73745068,Mali,Cameroon,2,2,4,2,2,nul,3
2,73745069,South Africa,Burkina Faso,3,1,4,3,1,dom,3
2,73745071,Equatorial Guinea,Benin,3,1,4,3,1,dom,3
2,73745072,Angola,Uganda,1,1,2,1,1,nul,3
2,73745073,Tanzania,Comoros,1,2,3,1,2,ext,3
3,73745074,Uganda,Morocco,1,0,1,1,0,dom,3
3,73745075,Gabon,Angola,0,1,1,0,1,ext,3
3,73745076,Cameroon,Zambia,2,0,2,2,0,dom,3
3,73745077,Botswana,Nigeria,0,1,1,0,1,ext,3
3,73745079,Tunisia,Sudan,3,0,3,3,0,dom,3
3,73745081,Mozambique,Senegal,0,2,2,0,2,ext,3
3,73745083,Algeria,Egypt,2,1,3,2,1,dom,3
3,73745084,DR Congo,Tanzania,0,0,0,0,0,nul,3
3,73745085,Zimbabwe,South Africa,1,0,1,1,0,dom,3
4,73745086,Equatorial Guinea,DR Congo,0,2,2,0,2,ext,3
4,73745087,Benin,Zimbabwe,1,1,2,1,1,nul,3
4,73745088,Egypt,Uganda,1,0,1,1,0,dom,3
4,73745089,Zambia,Ivory Coast,1,0,1,1,0,dom,3
4,73745090,Burkina Faso,Comoros,2,3,5,2,3,ext,3
4,73745091,Tanzania,Botswana,0,1,1,0,1,ext,3
4,73745092,Nigeria,Cameroon,1,0,1,1,0,dom,3
4,73745093,Sudan,Mozambique,1,1,2,1,1,nul,3
4,73745095,South Africa,Algeria,1,1,2,1,1,nul,3
4,73745096,Mali,Senegal,1,0,1,1,0,dom,3
5,73745099,Tunisia,Morocco,2,0,2,2,0,dom,3
5,73745102,Ivory Coast,Nigeria,0,0,0,0,0,nul,3
5,73745104,Zimbabwe,Comoros,0,0,0,0,0,nul,3
5,73745105,Botswana,Equatorial Guinea,0,0,0,0,0,nul,3
5,73745106,Uganda,South Africa,0,2,2,0,2,ext,3
5,73745107,Algeria,Benin,3,0,3,3,0,dom,3
5,73745108,Mozambique,Mali,0,0,0,0,0,nul,3
5,73745109,Cameroon,Tanzania,1,1,2,1,1,nul,3
6,73745111,Benin,Uganda,0,0,0,0,0,nul,3
6,73745112,Zambia,Mali,0,0,0,0,0,nul,3
6,73745113,Burkina Faso,Botswana,2,0,2,2,0,dom,3
6,73745114,Zimbabwe,DR Congo,0,0,0,0,0,nul,3
6,73745116,Equatorial Guinea,Cameroon,6,0,6,6,0,dom,3
6,73745118,Tanzania,Ivory Coast,0,0,0,0,0,nul,3
6,73745121,Comoros,Algeria,0,0,0,0,0,nul,3
7,73745122,Tunisia,South Africa,2,0,2,2,0,dom,3
7,73745123,Ivory Coast,Equatorial Guinea,2,0,2,2,0,dom,3
7,73745125,Algeria,DR Congo,1,0,1,1,0,dom,3
7,73745127,Cameroon,Burkina Faso,3,2,5,3,2,dom,3
7,73745128,Angola,Morocco,0,2,2,0,2,ext,3
7,73745131,Mali,Nigeria,0,0,0,0,0,nul,3
7,73745132,Gabon,Benin,1,1,2,1,1,nul,3
8,73745137,South Africa,Sudan,1,0,1,1,0,dom,3
8,73745138,Egypt,Angola,1,1,2,1,1,nul,3
8,73745142,Zimbabwe,Cameroon,1,0,1,1,0,dom,3
8,73745143,Nigeria,Zambia,1,1,2,1,1,nul,3
8,73745144,Algeria,Botswana,2,0,2,2,0,dom,3
9,73745147,Sudan,Benin,1,1,2,1,1,nul,3
9,73745149,Uganda,Botswana,1,1,2,1,1,nul,3
9,73745150,Morocco,Egypt,2,1,3,2,1,dom,3
9,73745151,Zambia,Tanzania,0,2,2,0,2,ext,3
9,73745152,Angola,South Africa,2,1,3,2,1,dom,3
9,73745154,Gabon,DR Congo,2,0,2,2,0,dom,3
9,73745155,Tunisia,Comoros,3,0,3,3,0,dom,3
9,73745146,Ivory Coast,Zimbabwe,3,1,4,3,1,,0,,,0,0,0,dom,3
9,73745147,Sudan,Benin,1,1,2,1,1,,0,,,0,0,0,nul,3
9,73745148,Cameroon,Algeria,3,0,3,3,0,,0,,,0,0,0,dom,3
9,73745149,Uganda,Botswana,1,1,2,1,1,,0,,,0,0,0,nul,3
9,73745150,Morocco,Egypt,2,1,3,2,1,,0,,,0,0,0,dom,3
9,73745151,Zambia,Tanzania,0,2,2,0,2,,0,,,0,0,0,ext,3
9,73745152,Angola,South Africa,2,1,3,2,1,,0,,,0,0,0,dom,3
9,73745153,Senegal,Burkina Faso,1,1,2,1,1,,0,,,0,0,0,nul,3
9,73745154,Gabon,DR Congo,2,0,2,2,0,,0,,,0,0,0,dom,3
9,73745155,Tunisia,Comoros,3,0,3,3,0,,0,,,0,0,0,dom,3
9,73745156,Mali,Equatorial Guinea,4,0,4,4,0,,0,,,0,0,0,dom,3
9,73745157,Mozambique,Nigeria,0,1,1,0,1,,0,,,0,0,0,ext,3
10,73745158,Benin,Angola,2,1,3,2,1,dom,3
10,73745161,Burkina Faso,Mali,0,1,1,0,1,ext,3
10,73745162,Botswana,Gabon,0,2,2,0,2,ext,3
10,73745165,Tanzania,Nigeria,0,1,1,0,1,ext,3
10,73745167,DR Congo,Tunisia,0,0,0,0,0,nul,3
10,73745168,Equatorial Guinea,Zambia,2,1,3,2,1,dom,3
10,73745169,Algeria,Ivory Coast,2,0,2,2,0,dom,3
11,73745171,Egypt,South Africa,2,0,2,2,0,dom,3
11,73745172,Zambia,Burkina Faso,2,2,4,2,2,nul,3
11,73745173,Ivory Coast,Uganda,3,0,3,3,0,dom,3
11,73745174,Mali,Zimbabwe,4,1,5,4,1,dom,3
11,73745176,Morocco,Benin,5,0,5,5,0,dom,3
11,73745177,Mozambique,Tanzania,0,2,2,0,2,ext,3
11,73745178,Nigeria,Equatorial Guinea,1,0,1,1,0,dom,3
12,73745182,Comoros,Morocco,0,2,2,0,2,ext,3
12,73745183,Algeria,Mali,2,0,2,2,0,dom,3
12,73745184,DR Congo,Angola,1,1,2,1,1,nul,3
12,73745185,Zimbabwe,Zambia,0,0,0,0,0,nul,3
12,73745189,Burkina Faso,Nigeria,0,1,1,0,1,ext,3
12,73745190,Equatorial Guinea,Tanzania,1,1,2,1,1,nul,3
12,73745191,Benin,Egypt,1,2,3,1,2,ext,3
12,73745192,Uganda,Senegal,0,0,0,0,0,nul,3
13,73745194,Tanzania,Burkina Faso,0,0,0,0,0,nul,3
13,73745196,Nigeria,Zimbabwe,1,0,1,1,0,dom,3
13,73745197,Morocco,DR Congo,1,3,4,1,3,ext,3
13,73745198,Mali,Uganda,2,0,2,2,0,dom,3
13,73745199,Sudan,Cameroon,0,3,3,0,3,ext,3
13,73745200,Mozambique,Equatorial Guinea,1,0,1,1,0,dom,3
13,73745201,Angola,Botswana,0,1,1,0,1,ext,3
13,73745204,Egypt,Comoros,1,0,1,1,0,dom,3
13,73745205,South Africa,Benin,1,0,1,1,0,dom,3
14,73745206,DR Congo,Egypt,0,0,0,0,0,nul,3
14,73745209,Zimbabwe,Tanzania,1,0,1,1,0,dom,3
14,73745210,Ivory Coast,Sudan,2,0,2,2,0,dom,3
14,73745212,Tunisia,Senegal,1,0,1,1,0,dom,3
14,73745213,Botswana,Morocco,0,3,3,0,3,ext,3
14,73745214,Cameroon,Angola,2,0,2,2,0,dom,3
15,73745218,Egypt,Botswana,1,1,2,1,1,nul,3
15,73745219,South Africa,DR Congo,0,1,1,0,1,ext,3
15,73745220,Mozambique,Burkina Faso,0,1,1,0,1,ext,3
15,73745223,Angola,Ivory Coast,2,0,2,2,0,dom,3
15,73745224,Sudan,Senegal,1,0,1,1,0,dom,3
15,73745225,Nigeria,Uganda,1,2,3,1,2,ext,3
15,73745226,Zambia,Gabon,0,0,0,0,0,nul,3
15,73745227,Mali,Tunisia,0,0,0,0,0,nul,3
15,73745228,Equatorial Guinea,Zimbabwe,0,3,3,0,3,ext,3
15,73745229,Benin,Comoros,0,0,0,0,0,nul,3
16,73745230,Zimbabwe,Burkina Faso,1,0,1,1,0,dom,3
16,73745234,Comoros,Mozambique,1,0,1,1,0,dom,3
16,73745235,Tunisia,Zambia,2,0,2,2,0,dom,3
16,73745236,Botswana,South Africa,0,2,2,0,2,ext,3
16,73745237,Sudan,Mali,3,2,5,3,2,dom,3
16,73745238,Uganda,Tanzania,0,2,2,0,2,ext,3
16,73745239,DR Congo,Benin,1,0,1,1,0,dom,3
16,73745240,Cameroon,Egypt,0,1,1,0,1,ext,3
16,73745241,Algeria,Equatorial Guinea,1,1,2,1,1,nul,3
17,73745244,Egypt,Ivory Coast,1,1,2,1,1,nul,3
17,73745245,Benin,Botswana,5,0,5,5,0,dom,3
17,73745246,Angola,Mali,0,0,0,0,0,nul,3
17,73745247,South Africa,Cameroon,1,0,1,1,0,dom,3
17,73745248,Mozambique,Zimbabwe,1,0,1,1,0,dom,3
17,73745249,Nigeria,Tunisia,0,2,2,0,2,ext,3
17,73745253,Comoros,DR Congo,1,1,2,1,1,nul,3
18,73745254,Ivory Coast,South Africa,2,2,4,2,2,nul,3
18,73745255,Botswana,Comoros,0,4,4,0,4,ext,3
18,73745258,Gabon,Equatorial Guinea,1,1,2,1,1,nul,3
18,73745261,Sudan,Nigeria,0,0,0,0,0,nul,3
18,73745262,Uganda,Burkina Faso,0,0,0,0,0,nul,3
18,73745263,Tunisia,Tanzania,2,0,2,2,0,dom,3
18,73745264,Mali,Morocco,2,1,3,2,1,dom,3
19,73745266,South Africa,Senegal,2,1,3,2,1,dom,3
19,73745268,DR Congo,Botswana,2,0,2,2,0,dom,3
19,73745269,Equatorial Guinea,Tunisia,0,0,0,0,0,nul,3
19,73745270,Morocco,Zambia,1,3,4,1,3,ext,3
19,73745272,Tanzania,Sudan,1,1,2,1,1,nul,3
19,73745273,Nigeria,Angola,0,0,0,0,0,nul,3
19,73745274,Burkina Faso,Gabon,3,1,4,3,1,dom,3
19,73745275,Benin,Ivory Coast,0,0,0,0,0,nul,3
19,73745276,Comoros,Cameroon,0,0,0,0,0,nul,3
19,73745277,Egypt,Mali,1,0,1,1,0,dom,3
20,73745278,Uganda,Algeria,1,2,3,1,2,ext,3
20,73745279,Tunisia,Burkina Faso,2,0,2,2,0,dom,3
20,73745280,Cameroon,DR Congo,0,0,0,0,0,nul,3
20,73745281,Mali,South Africa,2,2,4,2,2,nul,3
20,73745282,Morocco,Nigeria,0,0,0,0,0,nul,3
20,73745283,Gabon,Zimbabwe,1,1,2,1,1,nul,3
20,73745284,Senegal,Benin,1,0,1,1,0,dom,3
20,73745285,Sudan,Equatorial Guinea,1,0,1,1,0,dom,3
20,73745286,Angola,Tanzania,2,0,2,2,0,dom,3
20,73745287,Ivory Coast,Comoros,2,0,2,2,0,dom,3
20,73745288,Botswana,Mozambique,2,2,4,2,2,nul,3
20,73745289,Zambia,Egypt,0,2,2,0,2,ext,3
21,73745292,Botswana,Cameroon,5,0,5,5,0,dom,3
21,73745293,Zimbabwe,Tunisia,0,0,0,0,0,nul,3
21,73745294,Benin,Mali,1,1,2,1,1,nul,3
21,73745295,Egypt,Nigeria,1,1,2,1,1,nul,3
21,73745296,Mozambique,Uganda,1,0,1,1,0,dom,3
21,73745297,Tanzania,Morocco,0,0,0,0,0,nul,3
21,73745300,Comoros,Senegal,0,2,2,0,2,ext,3
21,73745301,Algeria,Gabon,0,2,2,0,2,ext,3
22,73745302,Senegal,DR Congo,0,1,1,0,1,ext,3
22,73745304,Nigeria,South Africa,1,3,4,1,3,ext,3
22,73745305,Gabon,Uganda,0,3,3,0,3,ext,3
22,73745306,Tunisia,Algeria,1,1,2,1,1,nul,3
22,73745311,Ivory Coast,Botswana,3,0,3,3,0,dom,3
22,73745312,Sudan,Zimbabwe,1,1,2,1,1,nul,3
22,73745313,Egypt,Tanzania,0,0,0,0,0,nul,3
23,73745314,South Africa,Tanzania,2,1,3,2,1,dom,3
23,73745315,Algeria,Sudan,5,0,5,5,0,dom,3
23,73745316,DR Congo,Mali,0,0,0,0,0,nul,3
23,73745317,Mozambique,Gabon,2,2,4,2,2,nul,3
23,73745318,Burkina Faso,Morocco,0,0,0,0,0,nul,3
23,73745319,Cameroon,Ivory Coast,2,0,2,2,0,dom,3
23,73745320,Comoros,Zambia,1,0,1,1,0,dom,3
23,73745323,Botswana,Senegal,0,2,2,0,2,ext,3
23,73745324,Equatorial Guinea,Egypt,0,1,1,0,1,ext,3
24,73745326,Mali,Botswana,0,0,0,0,0,,0,,,0,0,0,nul,3
24,73745327,Morocco,Zimbabwe,2,0,2,2,0,,0,,,0,0,0,dom,3
24,73745328,Senegal,Cameroon,0,0,0,0,0,,0,,,0,0,0,nul,3
24,73745329,Sudan,Uganda,0,2,2,0,2,,0,,,0,0,0,ext,3
24,73745330,Ivory Coast,Mozambique,1,0,1,1,0,,0,,,0,0,0,dom,3
24,73745331,Angola,Algeria,1,1,2,1,1,,0,,,0,0,0,nul,3
24,73745332,Tunisia,Gabon,3,0,3,3,0,,0,,,0,0,0,dom,3
24,73745333,Nigeria,Comoros,1,0,1,1,0,,0,,,0,0,0,dom,3
24,73745334,Tanzania,Benin,1,0,1,1,0,,0,,,0,0,0,dom,3
24,73745335,South Africa,Equatorial Guinea,4,0,4,4,0,,0,,,0,0,0,dom,3
24,73745336,Zambia,DR Congo,0,2,2,0,2,,0,,,0,0,0,ext,3
24,73745337,Egypt,Burkina Faso,2,1,3,2,1,,0,,,0,0,0,dom,3
25,73745338,DR Congo,Nigeria,0,1,1,0,1,ext,3
25,73745341,Mozambique,Tunisia,0,1,1,0,1,ext,3
25,73745343,Botswana,Zambia,1,3,4,1,3,ext,3
25,73745344,Cameroon,Mali,1,0,1,1,0,dom,3
25,73745345,Burkina Faso,South Africa,2,1,3,2,1,dom,3
25,73745347,Benin,Equatorial Guinea,2,0,2,2,0,dom,3
25,73745348,Uganda,Angola,1,0,1,1,0,dom,3
25,73745349,Comoros,Tanzania,2,2,4,2,2,nul,3
26,73745350,Morocco,Uganda,3,0,3,3,0,dom,3
26,73745351,Angola,Gabon,1,1,2,1,1,nul,3
26,73745353,Nigeria,Botswana,0,1,1,0,1,ext,3
26,73745355,Sudan,Tunisia,1,3,4,1,3,ext,3
26,73745357,Senegal,Mozambique,2,1,3,2,1,dom,3
26,73745359,Egypt,Algeria,0,0,0,0,0,nul,3
26,73745360,Tanzania,DR Congo,0,1,1,0,1,ext,3
26,73745361,South Africa,Zimbabwe,0,0,0,0,0,nul,3
27,73745362,DR Congo,Equatorial Guinea,2,0,2,2,0,dom,3
27,73745363,Zimbabwe,Benin,2,1,3,2,1,dom,3
27,73745364,Uganda,Egypt,1,3,4,1,3,ext,3
27,73745365,Ivory Coast,Zambia,2,0,2,2,0,dom,3
27,73745366,Comoros,Burkina Faso,0,2,2,0,2,ext,3
27,73745367,Botswana,Tanzania,1,2,3,1,2,ext,3
27,73745368,Cameroon,Nigeria,0,0,0,0,0,nul,3
27,73745369,Mozambique,Sudan,1,0,1,1,0,dom,3
27,73745371,Algeria,South Africa,3,1,4,3,1,dom,3
27,73745372,Senegal,Mali,0,0,0,0,0,nul,3
28,73745375,Morocco,Tunisia,0,0,0,0,0,nul,3
28,73745378,Nigeria,Ivory Coast,0,0,0,0,0,nul,3
28,73745380,Comoros,Zimbabwe,0,0,0,0,0,nul,3
28,73745381,Equatorial Guinea,Botswana,0,0,0,0,0,nul,3
28,73745382,South Africa,Uganda,4,0,4,4,0,dom,3
28,73745383,Benin,Algeria,2,1,3,2,1,dom,3
28,73745384,Mali,Mozambique,1,1,2,1,1,nul,3
28,73745385,Tanzania,Cameroon,0,0,0,0,0,nul,3
29,73745387,Uganda,Benin,1,0,1,1,0,dom,3
29,73745389,Botswana,Burkina Faso,0,3,3,0,3,ext,3
29,73745390,DR Congo,Zimbabwe,0,0,0,0,0,nul,3
29,73745392,Cameroon,Equatorial Guinea,0,1,1,0,1,ext,3
29,73745394,Ivory Coast,Tanzania,6,0,6,6,0,dom,3
29,73745395,Gabon,South Africa,1,1,2,1,1,nul,3
29,73745397,Algeria,Comoros,0,1,1,0,1,ext,3
30,73745398,South Africa,Tunisia,1,2,3,1,2,ext,3
30,73745399,Equatorial Guinea,Ivory Coast,0,0,0,0,0,nul,3
30,73745401,DR Congo,Algeria,0,0,0,0,0,nul,3
30,73745403,Burkina Faso,Cameroon,0,0,0,0,0,nul,3
30,73745404,Morocco,Angola,1,0,1,1,0,dom,3
30,73745407,Nigeria,Mali,1,1,2,1,1,nul,3
30,73745408,Benin,Gabon,2,0,2,2,0,dom,3
31,73745412,Uganda,DR Congo,1,0,1,1,0,dom,3
31,73745414,Angola,Egypt,2,0,2,2,0,dom,3
31,73745419,Zambia,Nigeria,3,1,4,3,1,dom,3
31,73745420,Botswana,Algeria,0,0,0,0,0,nul,3
32,73745425,Botswana,Uganda,5,0,5,5,0,dom,3
32,73745426,Egypt,Morocco,2,2,4,2,2,nul,3
32,73745427,Tanzania,Zambia,3,0,3,3,0,dom,3
32,73745428,South Africa,Angola,1,1,2,1,1,nul,3
32,73745431,Comoros,Tunisia,0,2,2,0,2,ext,3
32,73745432,Equatorial Guinea,Mali,3,0,3,3,0,dom,3
32,73745433,Nigeria,Mozambique,0,0,0,0,0,nul,3
33,73745434,Angola,Benin,0,5,5,0,5,ext,3
33,73745438,Gabon,Botswana,1,0,1,1,0,dom,3
33,73745441,Nigeria,Tanzania,2,1,3,2,1,dom,3
33,73745443,Tunisia,DR Congo,1,0,1,1,0,dom,3
33,73745444,Zambia,Equatorial Guinea,1,1,2,1,1,nul,3
33,73745445,Ivory Coast,Algeria,2,2,4,2,2,nul,3
34,73745447,South Africa,Egypt,3,0,3,3,0,dom,3
34,73745448,Burkina Faso,Zambia,0,0,0,0,0,nul,3
34,73745449,Uganda,Ivory Coast,0,2,2,0,2,ext,3
34,73745450,Zimbabwe,Mali,0,0,0,0,0,nul,3
34,73745451,Cameroon,Gabon,1,2,3,1,2,ext,3
34,73745452,Benin,Morocco,0,0,0,0,0,nul,3
34,73745453,Tanzania,Mozambique,1,0,1,1,0,dom,3
34,73745454,Equatorial Guinea,Nigeria,2,1,3,2,1,dom,3
35,73745458,Morocco,Comoros,0,0,0,0,0,nul,3
35,73745459,Mali,Algeria,3,0,3,3,0,dom,3
35,73745461,Zambia,Zimbabwe,0,2,2,0,2,ext,3
35,73745465,Nigeria,Burkina Faso,0,0,0,0,0,nul,3
35,73745466,Tanzania,Equatorial Guinea,1,1,2,1,1,nul,3
35,73745467,Egypt,Benin,0,1,1,0,1,ext,3
35,73745468,Senegal,Uganda,2,0,2,2,0,dom,3
36,73745470,Burkina Faso,Tanzania,0,1,1,0,1,ext,3
36,73745472,Zimbabwe,Nigeria,0,0,0,0,0,nul,3
36,73745474,Uganda,Mali,2,0,2,2,0,dom,3
36,73745475,Cameroon,Sudan,0,4,4,0,4,ext,3
36,73745476,Equatorial Guinea,Mozambique,1,0,1,1,0,dom,3
36,73745477,Botswana,Angola,2,1,3,2,1,dom,3
36,73745479,Ivory Coast,Tunisia,2,2,4,2,2,nul,3
36,73745480,Comoros,Egypt,1,1,2,1,1,nul,3
36,73745481,Benin,South Africa,1,1,2,1,1,nul,3
37,73745485,Tanzania,Zimbabwe,0,0,0,0,0,nul,3
37,73745486,Sudan,Ivory Coast,1,1,2,1,1,nul,3
37,73745489,Morocco,Botswana,5,0,5,5,0,dom,3
37,73745490,Angola,Cameroon,0,0,0,0,0,nul,3
38,73745494,Botswana,Egypt,1,2,3,1,2,ext,3
38,73745495,DR Congo,South Africa,0,2,2,0,2,ext,3
38,73745496,Burkina Faso,Mozambique,0,0,0,0,0,nul,3
38,73745497,Cameroon,Morocco,0,3,3,0,3,ext,3
38,73745499,Ivory Coast,Angola,1,0,1,1,0,dom,3
38,73745500,Senegal,Sudan,1,0,1,1,0,dom,3
38,73745501,Uganda,Nigeria,1,0,1,1,0,dom,3
38,73745502,Gabon,Zambia,0,1,1,0,1,ext,3
38,73745503,Tunisia,Mali,0,0,0,0,0,nul,3
38,73745504,Zimbabwe,Equatorial Guinea,4,0,4,4,0,dom,3
38,73745505,Comoros,Benin,0,1,1,0,1,ext,3
39,73745506,Burkina Faso,Zimbabwe,1,2,3,1,2,ext,3
39,73745508,Morocco,Ivory Coast,3,0,3,3,0,dom,3
39,73745510,Mozambique,Comoros,0,0,0,0,0,nul,3
39,73745511,Zambia,Tunisia,0,0,0,0,0,nul,3
39,73745512,South Africa,Botswana,3,0,3,3,0,dom,3
39,73745513,Mali,Sudan,1,1,2,1,1,nul,3
39,73745514,Tanzania,Uganda,0,0,0,0,0,nul,3
39,73745515,Benin,DR Congo,0,0,0,0,0,nul,3
39,73745516,Egypt,Cameroon,0,0,0,0,0,nul,3
39,73745517,Equatorial Guinea,Algeria,2,1,3,2,1,dom,3
40,73745520,Ivory Coast,Egypt,0,5,5,0,5,ext,3
40,73745521,Botswana,Benin,2,1,3,2,1,dom,3
40,73745522,Mali,Angola,2,1,3,2,1,dom,3
40,73745523,Cameroon,South Africa,1,0,1,1,0,dom,3
40,73745524,Zimbabwe,Mozambique,4,0,4,4,0,dom,3
40,73745525,Tunisia,Nigeria,4,0,4,4,0,dom,3
40,73745528,Algeria,Burkina Faso,1,3,4,1,3,ext,3
40,73745529,DR Congo,Comoros,1,3,4,1,3,ext,3
41,73745530,South Africa,Ivory Coast,1,1,2,1,1,nul,3
41,73745531,Comoros,Botswana,3,0,3,3,0,dom,3
41,73745534,Equatorial Guinea,Gabon,0,1,1,0,1,ext,3
41,73745537,Nigeria,Sudan,1,1,2,1,1,nul,3
41,73745538,Burkina Faso,Uganda,1,0,1,1,0,dom,3
41,73745540,Morocco,Mali,0,0,0,0,0,nul,3
42,73745542,Senegal,South Africa,2,0,2,2,0,dom,3
42,73745544,Botswana,DR Congo,2,2,4,2,2,nul,3
42,73745545,Tunisia,Equatorial Guinea,3,1,4,3,1,dom,3
42,73745546,Zambia,Morocco,0,0,0,0,0,nul,3
42,73745548,Sudan,Tanzania,3,0,3,3,0,dom,3
42,73745550,Gabon,Burkina Faso,0,0,0,0,0,nul,3
42,73745551,Ivory Coast,Benin,0,0,0,0,0,nul,3
42,73745552,Cameroon,Comoros,1,2,3,1,2,ext,3
42,73745553,Mali,Egypt,3,0,3,3,0,dom,3
43,73745554,Algeria,Uganda,0,0,0,0,0,nul,3
43,73745555,Burkina Faso,Tunisia,1,0,1,1,0,dom,3
43,73745556,DR Congo,Cameroon,1,1,2,1,1,nul,3
43,73745559,Zimbabwe,Gabon,0,0,0,0,0,nul,3
43,73745560,Benin,Senegal,1,0,1,1,0,dom,3
43,73745561,Equatorial Guinea,Sudan,1,0,1,1,0,dom,3
43,73745562,Tanzania,Angola,0,0,0,0,0,nul,3
43,73745564,Mozambique,Botswana,1,1,2,1,1,nul,3
43,73745565,Egypt,Zambia,0,0,0,0,0,nul,3
44,73745568,Cameroon,Botswana,0,0,0,0,0,nul,3
44,73745569,Tunisia,Zimbabwe,3,1,4,3,1,dom,3
44,73745570,Mali,Benin,1,1,2,1,1,nul,3
44,73745571,Nigeria,Egypt,3,0,3,3,0,dom,3
44,73745572,Uganda,Mozambique,1,2,3,1,2,ext,3
44,73745573,Morocco,Tanzania,4,0,4,4,0,dom,3
44,73745576,Senegal,Comoros,2,1,3,2,1,dom,3
44,73745577,Gabon,Algeria,0,1,1,0,1,ext,3
45,73745578,DR Congo,Senegal,1,1,2,1,1,nul,3
45,73745579,Comoros,Mali,0,0,0,0,0,nul,3
45,73745580,South Africa,Nigeria,0,0,0,0,0,nul,3
45,73745581,Uganda,Gabon,0,0,0,0,0,nul,3
45,73745582,Algeria,Tunisia,1,1,2,1,1,nul,3
45,73745584,Burkina Faso,Angola,0,0,0,0,0,nul,3
45,73745585,Mozambique,Cameroon,0,1,1,0,1,ext,3
45,73745587,Botswana,Ivory Coast,0,0,0,0,0,nul,3
45,73745588,Zimbabwe,Sudan,2,0,2,2,0,dom,3
45,73745589,Tanzania,Egypt,2,1,3,2,1,dom,3
46,73745590,Tanzania,South Africa,0,2,2,0,2,ext,3
46,73745591,Sudan,Algeria,0,0,0,0,0,nul,3
46,73745592,Mali,DR Congo,3,0,3,3,0,dom,3
46,73745593,Gabon,Mozambique,1,1,2,1,1,nul,3
46,73745594,Morocco,Burkina Faso,0,0,0,0,0,nul,3
46,73745595,Ivory Coast,Cameroon,5,0,5,5,0,dom,3
46,73745596,Zambia,Comoros,2,2,4,2,2,nul,3
46,73745600,Egypt,Equatorial Guinea,2,0,2,2,0,dom,3
1,73753532,Cameroon,Comoros,1,1,2,1,1,nul,4
1,73753533,Uganda,Egypt,0,3,3,0,3,ext,4
1,73753534,Angola,DR Congo,2,0,2,2,0,dom,4
1,73753535,Nigeria,Gabon,2,0,2,2,0,dom,4
1,73753536,Tanzania,Mozambique,0,3,3,0,3,ext,4
1,73753537,Sudan,Tunisia,1,0,1,1,0,dom,4
1,73753539,Senegal,Benin,1,0,1,1,0,dom,4
4,73753564,DR Congo,Sudan,4,1,5,4,1,,0,,,0,0,0,dom,4
4,73753565,Nigeria,Uganda,2,1,3,2,1,,0,,,0,0,0,dom,4
4,73753566,Comoros,Tanzania,0,0,0,0,0,,0,,,0,0,0,nul,4
4,73753567,Zimbabwe,Cameroon,3,0,3,3,0,,0,,,0,0,0,dom,4
4,73753568,Botswana,Tunisia,0,1,1,0,1,,0,,,0,0,0,ext,4
4,73753569,Ivory Coast,Mali,3,0,3,3,0,,0,,,0,0,0,dom,4
4,73753570,South Africa,Mozambique,3,0,3,3,0,,0,,,0,0,0,dom,4
4,73753571,Gabon,Zambia,2,0,2,2,0,,0,,,0,0,0,dom,4
4,73753572,Morocco,Angola,2,1,3,2,1,,0,,,0,0,0,dom,4
4,73753573,Senegal,Equatorial Guinea,1,1,2,1,1,,0,,,0,0,0,nul,4
4,73753574,Benin,Burkina Faso,2,1,3,2,1,,0,,,0,0,0,dom,4
4,73753575,Egypt,Algeria,0,0,0,0,0,,0,,,0,0,0,nul,4
5,73753576,Mali,Egypt,0,3,3,0,3,ext,4
5,73753577,Equatorial Guinea,Morocco,0,3,3,0,3,ext,4
5,73753578,Zambia,Senegal,1,0,1,1,0,dom,4
5,73753580,Tanzania,Botswana,0,0,0,0,0,nul,4
5,73753582,Cameroon,Benin,3,0,3,3,0,dom,4
